faddish,/ˈfæd.ɪʃ/,adj,时髦的，流行一时的,following a temporary fashion; trendy,将 faddish 分解成两个部分，fad 和 dish。fad 可以联想到 fade（逐渐消失），而 dish 可以联想到 delicious（美味的）。因此，你可以联想到 faddish 是指像流行趋势一样逐渐消失的
impudent,/ˈɪm.pjə.dənt/,adj,鲁莽的，无礼的,not showing due respect for another person; impertinent,将 impudent 分解成两个部分，im 和 pudent。im 可以联想到 impossible（不可能的），而 pudent 可以联想到 prudent（谨慎的）。因此，你可以联想到 impudent 是指不可能或不谨慎地不尊重他人的
candid,/ˈkæn.dɪd/,adj,坦率的，直言不讳的,honest and straightforward; frank,将 candid 分解成两个部分，can 和 did。can 可以联想到 can（能够），而 did 可以联想到 did（做过的事情）。因此，你可以联想到 candid 是指能够坦率地直言不讳的
alternate,/ˈɔːl.tər.neɪt/,adj,交替的，轮流的,occurring in turn repeatedly,将 alternate 分解成两个部分，altern 和 ate。altern 可以联想到 alternative（替代的），而 ate 可以联想到 eight（八）。因此，你可以联想到 alternate 是指交替发生或轮流的
prolix,/ˈprəʊ.lɪks/,adj,啰嗦的，冗长的,using too many words; lengthy,将 prolix 分解成两个部分，pro 和 lix。pro 可以联想到 professional（专业的），而 lix 可以联想到 licks（舔）。因此，你可以联想到 prolix 是指像专业人士一样啰嗦或冗长的
mulish,/ˈmjuː.lɪʃ/,adj,固执的，顽固的,stubbornly refusing to change one's opinion; obstinate,将 mulish 分解成两个部分，mu 和 lish。mu 可以联想到 mule（骡子），而 lish 可以联想到 leash（束缚）。因此，你可以联想到 mulish 是指像骡子一样固执或顽固的
numb,/nʌm/,adj,麻木的，失去感觉的,deprived of the power of sensation,将 numb 分解成两个部分，n 和 umb。n 可以联想到 none（没有），而 umb 可以联想到 umbrella（雨伞）。因此，你可以联想到 numb 是指像没有雨伞一样失去感觉的
equine,/ˈiː.kwaɪn/,adj,马的，马一样的,relating to or resembling a horse,equine 可以联想到“伊琴”，她是一个马的名字，因此 equine 表示与马有关的
slipshod,/ˈslɪp.ʃɑːd/,adj,邋遢的，草率的,"characterized by a lack of care, thought, or organization",slipshod 可以联想到“睡觉”，睡觉时人们通常会变得邋遢、草率
dilatory,/ˈdɪl.ə.tɔːr.i/,adj,拖拉的，迟缓的,slow to act,dilatory 可以联想到“迪拉”，他是一个拖拉机司机，因此 dilatory 表示拖拉、迟缓的
chronic,/ˈkrɑː.nɪk/,adj,慢性的，长期的,persisting for a long time or constantly recurring,chronic 可以联想到“克容”，他是一个慢性病患者，因此 chronic 表示慢性的、长期的
insouciant,/ɪnˈsuː.si.ənt/,adj,漫不经心的，无忧无虑的,showing a casual lack of concern,insouciant 可以联想到“音速”，音速非常快，因此 insouciant 表示漫不经心、无忧无虑的
abusive,/əˈbjuː.sɪv/,adj,辱骂的，滥用的,using or involving harmful language or treatment,abusive 可以联想到“阿布”，他是一个喜欢辱骂别人的人，因此 abusive 表示辱骂的、滥用的
rampant,/ˈræm.pənt/,adj,猖獗的，蔓延的,spreading unchecked and causing great harm,rampant 可以联想到“燃烧”，火势猖獗时会蔓延，因此 rampant 表示猖獗的、蔓延的
engaged,/ɪnˈɡeɪdʒd/,adj,忙碌的，从事的,busy; involved in an activity,engaged 可以联想到“恩格”，他是一个非常忙碌的人，因此 engaged 表示忙碌的、从事的
drizzly,/ˈdrɪz.əl.i/,adj,毛毛细雨的,characterized by light rain,drizzly 可以联想到“滴脂”，滴脂就像毛毛细雨一样细小，因此 drizzly 表示毛毛细雨的
mercantile,/ˈmɜːr.kən.taɪl/,adj,商业的，贸易的,related to trade or commerce,mercantile 可以联想到“美人鱼”，她经营着一个商业帝国，因此 mercantile 表示商业的、贸易的
spineless,/ˈspaɪn.ləs/,adj,无骨气的，懦弱的,lacking courage or determination,将 spineless 分解成两个部分， spine 和 less。 spine 是脊柱的意思，听起来像 spin（旋转），而 less 表示缺乏。因此，你可以联想到 spineless 是缺乏脊柱、缺乏勇气或决心的状态
languid,/ˈlæŋ.ɡwɪd/,adj,无精打采的，倦怠的,"showing or having very little strength, energy, or activity",languid 听起来像 lazy （懒惰的），因此你可以联想到 languid 是懒散、无精打采的状态
unwarranted,/ʌnˈwɔːr.ən.tɪd/,adj,无根据的，没有理由的,not justified or authorized,unwarranted 听起来像 un-warranted（没有担保的），因此你可以联想到 unwarranted 是没有根据、没有理由的状态
unimpassioned,/ˌʌn.ɪmˈpæʃ.ənd/,adj,冷漠的，无激情的,"lacking passion, emotion, or enthusiasm",unimpassioned 听起来像 un-impassioned（没有激情的），因此你可以联想到 unimpassioned 是冷漠、无激情的状态
shiftless,/ˈʃɪft.ləs/,adj,无能的，懒散的,lacking ambition or incentive; lazy,shiftless 听起来像 shift-less（没有变化的），因此你可以联想到 shiftless 是无能、懒散的状态
random,/ˈræn.dəm/,adj,随机的，任意的,"made, done, or happening without method or conscious decision",random 听起来像 ran-dumb（跑了个愣头青），因此你可以联想到 random 是没有方法、没有意识决策的状态
quotidian,/kwəˈtɪd.i.ən/,adj,平凡的，普通的,"ordinary or everyday, especially when mundane",quotidian 听起来像 quota-dian（配额的人），因此你可以联想到 quotidian 是平凡、普通的状态
appetizing,/ˈæp.ɪ.taɪ.zɪŋ/,adj,开胃的，有食欲的,appealing to or stimulating the appetite,appetizing 听起来像 a-pet-izing（一只宠物在吃东西），因此你可以联想到 appetizing 是开胃、有食欲的状态
aesthetic,/esˈθet.ɪk/,adj,美学的，审美的,concerned with beauty or the appreciation of beauty,aesthetic 听起来像 a-sthetic（一个美学家），因此你可以联想到 aesthetic 是与美学、审美有关的
winsome,/ˈwɪn.səm/,adj,迷人的，讨人喜欢的,attractive or appealing in appearance or character,winsome 听起来像 win-some（赢得了一些），因此你可以联想到 winsome 是迷人、讨人喜欢的状态
sultry,/ˈsʌl.tri/,adj,闷热的,hot and humid,将 sultry 分解成两个部分，sul 和 try。sul 听起来像塑料袋（plastic bag），而 try 可以联想到尝试。因此，你可以联想到 sultry 是闷热的，就像在一个被塑料袋包裹的房间里尝试呼吸一样。
drastic,/ˈdræs.tɪk/,adj,激烈的,extreme and sudden,将 drastic 分解成两个部分，dra 和 stic。dra 听起来像拖拉机（tractor），而 stic 可以联想到刺。因此，你可以联想到 drastic 是激烈的，就像拖拉机上突然出现了刺一样。
illusive,/ɪˈluː.sɪv/,adj,幻觉的,"deceptive, illusory",将 illusive 分解成两个部分，ill 和 usive。ill 听起来像生病（illness），而 usive 可以联想到使用。因此，你可以联想到 illusive 是幻觉的，就像在生病时使用的东西一样，不真实而欺骗人。
astray,/əˈstreɪ/,adv,迷路的,away from the correct path,将 astray 分解成两个部分，a 和 stray。a 听起来像啊，而 stray 可以联想到走失。因此，你可以联想到 astray 是迷路的，就像在路上走着走着突然走失了一样。
engaging,/ɪnˈɡeɪ.dʒɪŋ/,adj,迷人的,"charming, attractive",将 engaging 分解成两个部分，en 和 gaging。en 听起来像恩（en），而 gaging 可以联想到尺寸（gauge）。因此，你可以联想到 engaging 是迷人的，就像恩赐了一个特别大的尺寸一样。
enthralling,/ɪnˈθrɔː.lɪŋ/,adj,迷人的,"captivating, fascinating",将 enthralling 分解成两个部分，en 和 thralling。en 听起来像恩（en），而 thralling 可以联想到落入（falling）。因此，你可以联想到 enthralling 是迷人的，就像落入了一个迷人的境界一样。
esoteric,/ˌiː.səˈter.ɪk/,adj,深奥的,intended for or understood by only a small group,将 esoteric 分解成两个部分，eso 和 teric。eso 听起来像恶魔（evil），而 teric 可以联想到特立独行。因此，你可以联想到 esoteric 是深奥的，就像恶魔一样特立独行，只有少数人能够理解。
clandestine,/klænˈdes.tɪn/,adj,秘密的,kept secret or done secretly,将 clandestine 分解成两个部分，clan 和 destine。clan 听起来像克兰（Klan），而 destine 可以联想到命运。因此，你可以联想到 clandestine 是秘密的，就像克兰（Klan）的命运一样，被保持在秘密中。
occult,/əˈkʌlt/,adj,神秘的,relating to magic or supernatural phenomena,将 occult 分解成两个部分，oc 和 cult。oc 听起来像哦（oh），而 cult 可以联想到邪教。因此，你可以联想到 occult 是神秘的，就像哦，那是一个邪教一样。
sneaking,/ˈsniː.kɪŋ/,adj,鬼鬼祟祟的,acting in a secret and dishonest way,将 sneaking 分解成两个部分，sne 和 aking。sne 听起来像散（sǎn），而 aking 可以联想到阿康（名字）。因此，你可以联想到 sneaking 是鬼鬼祟祟的，就像散在阿康身边一样，秘密而不诚实。
cryptic,/ˈkrɪp.tɪk/,adj,神秘的，隐秘的,having a meaning that is mysterious or obscure,将 cryptic 分解成两个部分， crypt 和 ic 。 crypt 听起来像“葵花宝典”，而 ic 可以联想到“IC卡”。因此，你可以联想到 cryptic 是一种神秘、隐秘的状态
covert,/ˈkoʊ.vɚt/,adj,秘密的，隐蔽的,not openly acknowledged or displayed,covert 听起来像“狗屁”。因此，你可以联想到 covert 是一种秘密、隐蔽的状态
airtight,/ˈer.taɪt/,adj,密封的，不透气的,"completely sealed, especially against the escape or entry of air",airtight 听起来像“爱死他”。因此，你可以联想到 airtight 是一种密封、不透气的状态
hermetic,/hɝːˈmet̬.ɪk/,adj,密封的，不透气的,"completely sealed, especially against the escape or entry of air",hermetic 听起来像“何人踢”。因此，你可以联想到 hermetic 是一种密封、不透气的状态
serried,/ˈser.id/,adj,密集的，紧密排列的,"pressed or crowded together, especially in rows",serried 听起来像“塞日”。因此，你可以联想到 serried 是一种密集、紧密排列的状态
immune,/ɪˈmjuːn/,adj,免疫的，有免疫力的,resistant to a particular infection or toxin owing to the presence of specific antibodies or sensitized white blood cells,immune 听起来像“一母鸟”。因此，你可以联想到 immune 是一种免疫、有免疫力的状态
coy,/kɔɪ/,adj,害羞的，怕羞的,making a pretense of shyness or modesty that is intended to be alluring,coy 听起来像“扣衣”。因此，你可以联想到 coy 是一种害羞、怕羞的状态
willowy,/ˈwɪl.oʊ.i/,adj,苗条的，修长的,"gracefully tall, slender, and lithe",willowy 听起来像“维力”。因此，你可以联想到 willowy 是一种苗条、修长的状态
ineffable,/ɪnˈef.ə.bəl/,adj,难以言喻的，不可言喻的,too great or extreme to be expressed or described in words,ineffable 听起来像“音发布”。因此，你可以联想到 ineffable 是一种难以言喻、不可言喻的状态
demotic,/dɪˈmɑː.t̬ɪk/,adj,通俗的，大众化的,denoting or relating to the kind of language used by ordinary people; popular or colloquial,demotic 听起来像“地摩的”。因此，你可以联想到 demotic 是一种通俗、大众化的状态
sensitive,/ˈsɛnsətɪv/,adj,敏感的,easily affected or influenced by something,将 sensitive 分解成两个部分，sens 和 itive。sens 听起来像 sense（感觉），而 itive 听起来像 active（活跃的）。因此，你可以联想到 sensitive 是指感觉非常活跃，对外界刺激非常敏感的状态
responsive,/rɪˈspɑːnsɪv/,adj,反应灵敏的,reacting quickly and positively,将 responsive 分解成两个部分，res 和 ponsive。res 听起来像 response（回应），而 ponsive 听起来像 positive（积极的）。因此，你可以联想到 responsive 是指对外界刺激有积极回应的状态
touchy,/ˈtʌtʃi/,adj,易怒的,easily offended or upset,将 touchy 分解成两个部分，touch 和 y。touch 听起来像 tough（坚强的），而 y 可以联想到“为什么”（why）。因此，你可以联想到 touchy 是指情绪像坚强的人一样，容易被触动，产生不满的状态
brisk,/brɪsk/,adj,活泼的,quick and energetic,将 brisk 分解成两个部分，br 和 isk。br 可以联想到“不容易”（not easy），而 isk 听起来像 risk（风险）。因此，你可以联想到 brisk 是指不容易冒风险，表现出快速、精力充沛的状态
agile,/ˈædʒaɪl/,adj,敏捷的,able to move quickly and easily,将 agile 分解成两个部分，ag 和 ile。ag 可以联想到“啊哥”（哥哥），而 ile 听起来像 easy（容易的）。因此，你可以联想到 agile 是指像哥哥一样，动作敏捷、轻松自如的状态
nominal,/ˈnɑːmɪnl/,adj,名义上的,existing in name only,将 nominal 分解成两个部分，nom 和 inal。nom 可以联想到“你们”（you们），而 inal 听起来像 in all（总共）。因此，你可以联想到 nominal 是指在你们所有人眼中，只是名义上的状态
definitive,/dɪˈfɪnətɪv/,adj,确定的,clearly stated or decided,将 definitive 分解成两个部分，defin 和 itive。defin 听起来像 define（定义），而 itive 听起来像 active（积极的）。因此，你可以联想到 definitive 是指定义非常明确、决定非常积极的状态
perspicuous,/pərˈspɪkjuəs/,adj,明了的,clear and easy to understand,将 perspicuous 分解成两个部分，pers 和 picuous。pers 可以联想到“爸爸”（爸爸），而 picuous 听起来像 pictures（图片）。因此，你可以联想到 perspicuous 是指像爸爸一样，非常清晰、易于理解的状态
appreciable,/əˈpriːʃəbl/,adj,可察觉的,able to be noticed or measured,将 appreciable 分解成两个部分，appreci 和 able。appreci 可以联想到 appreciate（欣赏），而 able 听起来像 able（能够）。因此，你可以联想到 appreciable 是指能够被欣赏、察觉到的状态
notable,/ˈnoʊtəbl/,adj,显著的,worthy of attention or notice,将 notable 分解成两个部分，not 和 able。not 可以联想到“不是”（not is），而 able 听起来像 able（能够）。因此，你可以联想到 notable 是指不是所有人都能够做到的，值得注意的状态
obvious,/ˈɑːb.vi.əs/,adj,明显的，显而易见的,"easily seen, recognized, or understood",将 obvious 分解成两个部分， ob 和 vious。 ob 听起来像 oh，而 vious 听起来像 view us（观看我们）。因此，你可以联想到 obvious 是指那些很容易被我们观察到的事物。
marked,/mɑːrkt/,adj,明显的，显著的,easily noticeable or recognized,将 marked 分解成两个部分， mark 和 ed。 mark 表示标记，而 ed 是过去分词后缀。因此，你可以联想到 marked 是指那些被标记或突出的事物。
sensible,/ˈsen.sə.bəl/,adj,明智的，理智的,based on or acting on good judgment and practical ideas or understanding,sensible 听起来像 sense able（有感知能力的）。因此，你可以联想到 sensible 是指那些有理智和判断力的事物。
mandatory,/ˈmæn.də.tɔːr.i/,adj,强制的，义务的,required by law or rules; compulsory,mandatory 听起来像 man date ory（男人约会必须的）。因此，你可以联想到 mandatory 是指那些法律或规则要求的、必须遵守的事物。
imitative,/ˈɪm.ɪ.t̬ə.t̬ɪv/,adj,模仿的，仿效的,able to copy the behavior or actions of something else,imitative 听起来像 I'm a native（我是一个本地人）。因此，你可以联想到 imitative 是指那些能够模仿或仿效其他事物的能力。
nebulous,/ˈneb.jə.ləs/,adj,模糊的，不清楚的,not clear and having no form,nebulous 听起来像 never plus（从不加）。因此，你可以联想到 nebulous 是指那些不清楚、没有明确形式的事物。
vague,/veɪɡ/,adj,模糊的，含糊的,"not clearly expressed, known, described, or decided",vague 听起来像 vague（模糊）。因此，你可以联想到 vague 是指那些不清楚、没有明确描述或决定的事物。
threadbare,/ˈθred.beər/,adj,破旧的，陈腐的,very old and used so much that it is damaged and no longer has its original shape,threadbare 听起来像 thread bear（线熊）。因此，你可以联想到 threadbare 是指那些非常旧、使用过度以至于损坏且不再具有原始形状的事物。
abrasive,/əˈbreɪ.sɪv/,adj,粗糙的，有磨蚀作用的,rude and unfriendly,abrasive 听起来像 a bra sieve（一个胸罩过滤器）。因此，你可以联想到 abrasive 是指那些粗鲁、不友好的事物。
terminal,/ˈtɝː.mɪ.nəl/,adj,终点的，末端的,causing or forming an end,terminal 听起来像 term in all（所有学期）。因此，你可以联想到 terminal 是指那些导致或形成结束的事物。
maternal,/məˈtɜːr.nəl/,adj,母亲的，母系的,"relating to a mother, especially during pregnancy or shortly after childbirth",将 maternal 分解成两个部分， ma 和 ternal 。 ma 在中文中是妈妈的意思，而 ternal 听起来有点像 eternal （永恒的）。因此，你可以联想到 maternal 是与妈妈和永恒相关的，表示母亲的、母系的
ligneous,/ˈlɪɡ.ni.əs/,adj,木质的,made of wood or resembling wood,将 ligneous 分解成两个部分， lign 和 eous 。 lign 听起来有点像木材（lignum），而 eous 是一个后缀，表示“具有……性质的”。因此，你可以联想到 ligneous 是与木材相关的，表示木质的
supercilious,/ˌsuː.pərˈsɪl.i.əs/,adj,目中无人的，高傲的,behaving as if you are better or more important than other people,将 supercilious 分解成两个部分， super 和 cilious 。 super 在中文中表示“超级的”，而 cilious 听起来有点像 silly （愚蠢的）。因此，你可以联想到 supercilious 是与超级愚蠢相关的，表示目中无人、高傲的
hardy,/ˈhɑːr.di/,adj,强壮的，耐寒的,"strong and healthy, able to bear difficult conditions",将 hardy 分解成两个部分， har 和 dy 。 har 听起来有点像哈尔（人名），而 dy 是一个后缀，表示“具有……性质的”。因此，你可以联想到 hardy 是与哈尔相关的，表示强壮的、耐寒的
Antarctic,/ænˈtɑːr.ktɪk/,adj,南极的,relating to the region around the South Pole,将 Antarctic 分解成两个部分， antar 和 ctic 。 antar 听起来有点像安塔尔（人名），而 ctic 是一个后缀，表示“具有……性质的”。因此，你可以联想到 Antarctic 是与安塔尔相关的，表示南极的
elusive,/iˈluː.sɪv/,adj,难以捉摸的，难以理解的,"difficult to describe, find, achieve, or remember",将 elusive 分解成两个部分， e 和 lusive 。 e 在中文中表示“鹅”，而 lusive 听起来有点像 lose （失去）。因此，你可以联想到 elusive 是与鹅和失去相关的，表示难以捉摸的、难以理解的
abstruse,/æbˈstruːs/,adj,深奥的，难懂的,difficult to understand,将 abstruse 分解成两个部分， abs 和 truse 。 abs 在中文中表示“绝对”，而 truse 听起来有点像 truth （真相）。因此，你可以联想到 abstruse 是与绝对真相相关的，表示深奥的、难懂的
ugly,/ˈʌɡ.li/,adj,丑陋的，难看的,very unattractive or unpleasant to look at,将 ugly 分解成两个部分， ug 和 ly 。 ug 听起来有点像 ugly （丑陋的），而 ly 是一个后缀，表示“具有……性质的”。因此，你可以联想到 ugly 是与丑陋相关的，表示丑陋的、难看的
obscure,/əbˈskjʊr/,adj,模糊的，费解的,not known to many people,将 obscure 分解成两个部分， ob 和 scure 。 ob 听起来有点像哦（表示惊讶），而 scure 听起来有点像 score （得分）。因此，你可以联想到 obscure 是与哦得分相关的，表示模糊的、费解的
fastidious,/fæˈstɪd.i.əs/,adj,挑剔的，过分讲究的,giving too much attention to small details and wanting everything to be correct and perfect,将 fastidious 分解成两个部分， fas 和 tidious 。 fas 听起来有点像发丝（hair），而 tidious 听起来有点像 tedious （乏味的）。因此，你可以联想到 fastidious 是与发丝乏味相关的，表示挑剔的、过分讲究的
implausible,/ɪmˈplɔː.zə.bəl/,adj,难以置信的,difficult to believe,将 implausible 分解成两个部分， im 和 plausible。im 在中文中表示不，plausible 听起来有点像 possible（可能的）。因此，你可以联想到 implausible 是不可能的，难以置信的
internecine,/ˌɪn.təˈniː.saɪn/,adj,内讧的,destructive to both sides in a conflict,internecine 听起来有点像 in turn nice（依次友好）。因此，你可以联想到 internecine 是内部的冲突，相互伤害的
immanent,/ˈɪm.ə.nənt/,adj,内在的,existing or operating within; inherent,immanent 听起来有点像 I'm in it（我在里面）。因此，你可以联想到 immanent 是内在的，存在于内部的
reparable,/rɪˈpeə.rə.bəl/,adj,可修复的,able to be repaired,reparable 听起来有点像 repair able（可修复的）。因此，你可以联想到 reparable 是可修复的
comprehensible,/ˌkɑːm.prɪˈhen.sə.bəl/,adj,可理解的,able to be understood,comprehensible 听起来有点像 come prehensible（来之前可理解的）。因此，你可以联想到 comprehensible 是可理解的
obtainable,/əbˈteɪ.nə.bəl/,adj,可获得的,able to be obtained,obtainable 听起来有点像 obtain able（可获得的）。因此，你可以联想到 obtainable 是可获得的
factorable,/ˈfæk.tər.ə.bəl/,adj,可分解的,able to be factored,factorable 听起来有点像 factor able（可分解的）。因此，你可以联想到 factorable 是可分解的
affordable,/əˈfɔːr.də.bəl/,adj,能够负担得起的,able to be afforded or paid for,affordable 听起来有点像 a ford able（一个能过河的）。因此，你可以联想到 affordable 是能够负担得起的
resigned,/rɪˈzaɪnd/,adj,顺从的,having accepted something unpleasant that one cannot do anything about,resigned 听起来有点像 re signed（重新签署）。因此，你可以联想到 resigned 是顺从的，重新签署了某事
anonymous,/əˈnɒn.ɪ.məs/,adj,匿名的,"without any name acknowledged, as that of author, contributor, or the like",anonymous 听起来有点像 a nonymous（一个非名字的）。因此，你可以联想到 anonymous 是匿名的，没有名字的
doting,/ˈdoʊ.tɪŋ/,adj,溺爱的，宠爱的,showing a lot of love for someone,doting 分解成两个部分， dot 和 ing。 dot 可以联想到点点滴滴的爱，而 ing 表示进行中的状态。因此，你可以联想到 doting 是一种持续不断的宠爱、溺爱的状态
anachronistic,/əˌnæ.krəˈnɪs.tɪk/,adj,时代错误的，过时的,belonging to a different time period and not appropriate for the present,anachronistic 分解成三个部分， ana、 chron 和 istic。 ana 表示反对，而 chron 表示时间，istic 听起来有点像 is tick（是滴）。因此，你可以联想到 anachronistic 是一种反对现在、不适合现在的状态
cohesive,/koʊˈhiː.sɪv/,adj,有黏性的，有凝聚力的,united and working together effectively,cohesive 分解成两个部分， co 和 hesive。 co 表示共同，而 hesive 听起来有点像 he see（他看）。因此，你可以联想到 cohesive 是一种共同协作、有效合作的状态
awry,/əˈraɪ/,adv,错误的，偏离正常的,not in the intended or proper position,awry 听起来有点像 a rye（一块黑面包）。因此，你可以联想到 awry 是一种偏离正常、不在预期位置的状态
wry,/raɪ/,adj,扭曲的，歪曲的,showing that you find a bad or difficult situation slightly funny,wry 听起来有点像 why（为什么）。因此，你可以联想到 wry 是一种对于糟糕或困难情况有点幽默感的状态
servile,/ˈsɜːr.vəl/,adj,奴性的，卑屈的,too eager to serve and please someone else in a way that shows you do not have much respect for yourself,servile 听起来有点像 serve ill（服务不好）。因此，你可以联想到 servile 是一种过于渴望服务和取悦他人的状态，表现出自己不太尊重的特点
craven,/ˈkreɪ.vən/,adj,懦弱的，胆小的,extremely cowardly,craven 听起来有点像 crave（渴望）和 raven（乌鸦）。因此，你可以联想到 craven 是一种极度胆小、非常懦弱的状态
adventitious,/ˌæd.vɛnˈtɪʃ.əs/,adj,偶然的，外来的,happening by chance or accident,adventitious 分解成三个部分， ad、 vent 和 itious。 ad 表示附加，而 vent 听起来有点像 went（去）。因此，你可以联想到 adventitious 是一种附加的、偶然发生的状态
casual,/ˈkæʒ.u.əl/,adj,随意的，非正式的,happening by chance or without planning,casual 听起来有点像 cause you（因为你）。因此，你可以联想到 casual 是一种偶然发生、没有计划的状态
fortuitous,/fɔːrˈtuː.əs/,adj,偶然的，幸运的,"happening by chance, especially a lucky chance that brings a good result",fortuitous 分解成两个部分， for 和 tu。 for 听起来有点像 fortunate（幸运的），而 tu 可以联想到你。因此，你可以联想到 fortuitous 是一种幸运的、偶然发生的状态
episodic,/ˌepɪˈsɒdɪk/,adj,偶发的; 不定期的,occurring in episodes; happening occasionally or irregularly,将 episodic 分解成两个部分， epi 和 sodic 。 epi 听起来像“一匹”，而 sodic 可以联想到“索迪斯”（一个人名）。因此，你可以联想到 episodic 是“一匹索迪斯”——表示偶发的、不定期的
reptilian,/ˌrepˈtɪliən/,adj,爬行动物的; 卑鄙的,resembling or characteristic of a reptile; cold-blooded and treacherous,reptilian 听起来像“热扁脸”，可以联想到爬行动物的冷血特性。因此，你可以联想到 reptilian 是“热扁脸”，表示冷血的、卑鄙的
ticklish,/ˈtɪklɪʃ/,adj,易怒的; 难办的,easily irritated or provoked; difficult or delicate to handle,ticklish 听起来像“踢里什”，可以联想到被踢的感觉。因此，你可以联想到 ticklish 是“踢里什”，表示易怒的、难办的
clannish,/ˈklænɪʃ/,adj,排他的; 党派的,tending to exclude others outside the group; strongly partisan,clannish 听起来像“克蓝尼斯”，可以联想到排他的特性。因此，你可以联想到 clannish 是“克蓝尼斯”，表示排他的、党派的
derivative,/dɪˈrɪv.ə.tɪv/,adj,派生的; 衍生的,"imitative of the work of another person, influenced by something else",将 derivative 分解成两个部分， deri 和 vative 。 deri 听起来像“得日”，而 vative 可以联想到“瓦特”（一个人名）。因此，你可以联想到 derivative 是“得日瓦特”，表示派生的、衍生的
shrewd,/ʃruːd/,adj,精明的; 机灵的,having or showing sharp powers of judgment; astute,shrewd 听起来像“树德”，可以联想到树木的聪明。因此，你可以联想到 shrewd 是“树德”，表示精明的、机灵的
insurgent,/ɪnˈsɜː.dʒənt/,adj,叛乱的; 起义的,rising in active revolt; rebellious,insurgent 听起来像“音速哥”，可以联想到叛乱者的速度和力量。因此，你可以联想到 insurgent 是“音速哥”，表示叛乱的、起义的
astronomical,/ˌæs.trəˈnɒm.ɪ.kəl/,adj,天文学的; 巨大的,relating to astronomy; extremely large,astronomical 听起来像“阿斯特罗米可”，可以联想到天文学的巨大宇宙。因此，你可以联想到 astronomical 是“阿斯特罗米可”，表示天文学的、巨大的
coterminous,/ˌkoʊˈtɜːr.mɪ.nəs/,adj,相连的; 一致的,"having the same boundaries or extent in space, time, or meaning",coterminous 听起来像“可特米纳斯”，可以联想到两个相连的米纳斯（一个地名）。因此，你可以联想到 coterminous 是“可特米纳斯”，表示相连的、一致的
jaded,/ˈdʒeɪ.dɪd/,adj,厌倦的; 疲惫不堪的,"tired, bored, or lacking enthusiasm, typically after having too much of something",jaded 听起来像“假的”，可以联想到疲惫不堪的状态。因此，你可以联想到 jaded 是“假的”，表示厌倦的、疲惫不堪的
weary,/ˈwɪə.ri/,adj,疲倦的，厌烦的,"feeling or showing tiredness, especially as a result of excessive exertion or lack of sleep",将 weary 分解成两个部分，we 和 ary。we 在中文中表示我们，而 ary 听起来有点像 ari （阿里巴巴）。因此，你可以联想到 weary 是我们阿里巴巴的状态，表示疲倦、厌烦的感觉
surly,/ˈsɜː.li/,adj,板着脸的，脾气坏的,bad-tempered and unfriendly,将 surly 分解成两个部分，sur 和 ly。sur 听起来有点像 sour（酸的），而 ly 是表示程度的后缀。因此，你可以联想到 surly 是像酸一样的脾气，表示板着脸、脾气坏的状态
cantankerous,/kænˈtæŋ.kər.əs/,adj,脾气坏的，爱争吵的,"bad-tempered, argumentative, and uncooperative",将 cantankerous 分解成三个部分，can、tank 和 erous。can 在中文中表示能够，tank 听起来有点像 tang（糖），而 erous 是表示性质的后缀。因此，你可以联想到 cantankerous 是能够吃糖的人，表示脾气坏、爱争吵的状态
provincial,/prəˈvɪn.ʃəl/,adj,偏狭的，守旧的,having attitudes and opinions that are limited and narrow; of or concerning a province of a country or empire,将 provincial 分解成三个部分，pro、vin 和 cial。pro 在中文中表示专业，vin 听起来有点像 win（赢），而 cial 是表示性质的后缀。因此，你可以联想到 provincial 是专业赢的人，表示偏狭、守旧的状态
paranoid,/ˈpær.ə.nɔɪd/,adj,多疑的，偏执的,"unreasonably or obsessively anxious, suspicious, or mistrustful",将 paranoid 分解成三个部分，par、an 和 oid。par 听起来有点像爬，an 在中文中表示安全，而 oid 听起来有点像 avoid（避免）。因此，你可以联想到 paranoid 是爬安全的人，表示多疑、偏执的状态
vagrant,/ˈveɪ.ɡrənt/,n,流浪者，无业游民,a person without a settled home or regular work who wanders from place to place and lives by begging,将 vagrant 分解成两个部分，va 和 grant。va 听起来有点像瓦，而 grant 在中文中表示授权。因此，你可以联想到 vagrant 是瓦授权的人，表示流浪者、无业游民
meager,/ˈmiː.ɡər/,adj,贫乏的，不足的,lacking in quantity or quality; deficient in amount or quality; inadequate,将 meager 分解成两个部分，me 和 ager。me 在中文中表示我，而 ager 听起来有点像 eager（渴望的）。因此，你可以联想到 meager 是我渴望的状态，表示贫乏、不足的感觉
sterile,/ˈster.aɪl/,adj,无菌的，贫瘠的,"not able to produce children or young; not able to produce crops or plants; lacking in imagination, creativity, or vitality",将 sterile 分解成两个部分，ster 和 ile。ster 听起来有点像 stir（搅拌），而 ile 听起来有点像 ill（生病）。因此，你可以联想到 sterile 是搅拌生病的状态，表示无菌、贫瘠的感觉
needy,/ˈniː.di/,adj,贫穷的，贫困的,lacking the necessities of life; very poor,将 needy 分解成两个部分，ne 和 edy。ne 在中文中表示你，而 edy 听起来有点像 Eddie（人名）。因此，你可以联想到 needy 是你的 Eddie，表示贫穷、贫困的状态
